country,year,sex,age,suicides,population, gdp,generation
Colombia,2014,female,35-54 years,82,6467724,"378,195,716,714",Generation X
Colombia,2014,male,5-14 years,37,4100740,"378,195,716,714",Generation Z
Colombia,2014,female,75+ years,5,690028,"378,195,716,714",Silent
Colombia,2014,female,5-14 years,27,3934580,"378,195,716,714",Generation Z
Colombia,2015,male,75+ years,82,502228,"291,519,591,533",Silent
Colombia,2015,male,15-24 years,473,4197599,"291,519,591,533",Millenials
Colombia,2015,male,55-74 years,317,2926656,"291,519,591,533",Boomers
Colombia,2015,male,25-34 years,379,3994717,"291,519,591,533",Millenials
Colombia,2015,male,35-54 years,560,6143478,"291,519,591,533",Generation X
Colombia,2015,female,15-24 years,176,4070390,"291,519,591,533",Millenials
Colombia,2015,female,25-34 years,111,4031995,"291,519,591,533",Millenials
Colombia,2015,female,35-54 years,96,6566323,"291,519,591,533",Generation X
Colombia,2015,female,75+ years,10,715044,"291,519,591,533",Silent
Colombia,2015,female,55-74 years,45,3367078,"291,519,591,533",Boomers
Colombia,2015,female,5-14 years,44,3904896,"291,519,591,533",Generation Z
Colombia,2015,male,5-14 years,39,4070023,"291,519,591,533",Generation Z
Costa Rica,1985,male,35-54 years,32,218000,"4,796,628,461",Silent
Costa Rica,1985,male,25-34 years,32,219000,"4,796,628,461",Boomers
Costa Rica,1985,male,55-74 years,12,91000,"4,796,628,461",G.I. Generation
Costa Rica,1985,male,15-24 years,33,285800,"4,796,628,461",Generation X
Costa Rica,1985,male,75+ years,1,13000,"4,796,628,461",G.I. Generation
Costa Rica,1985,female,15-24 years,8,274800,"4,796,628,461",Generation X
Costa Rica,1985,female,25-34 years,3,214000,"4,796,628,461",Boomers
Costa Rica,1985,female,35-54 years,3,216000,"4,796,628,461",Silent
Costa Rica,1985,female,55-74 years,1,97000,"4,796,628,461",G.I. Generation
Costa Rica,1985,male,5-14 years,2,300800,"4,796,628,461",Generation X
Costa Rica,1985,female,5-14 years,1,288800,"4,796,628,461",Generation X
Costa Rica,1985,female,75+ years,0,18000,"4,796,628,461",G.I. Generation
Costa Rica,1986,male,75+ years,3,13300,"5,477,895,475",G.I. Generation
Costa Rica,1986,male,35-54 years,48,223500,"5,477,895,475",Silent
Costa Rica,1986,male,55-74 years,20,93300,"5,477,895,475",G.I. Generation
Costa Rica,1986,male,25-34 years,26,224600,"5,477,895,475",Boomers
Costa Rica,1986,male,15-24 years,20,293100,"5,477,895,475",Generation X
Costa Rica,1986,female,15-24 years,7,281700,"5,477,895,475",Generation X
Costa Rica,1986,female,55-74 years,1,99500,"5,477,895,475",G.I. Generation
Costa Rica,1986,female,25-34 years,2,219400,"5,477,895,475",Boomers
Costa Rica,1986,female,35-54 years,2,221500,"5,477,895,475",Silent
Costa Rica,1986,female,5-14 years,1,296100,"5,477,895,475",Generation X
Costa Rica,1986,male,5-14 years,1,308400,"5,477,895,475",Generation X
Costa Rica,1986,female,75+ years,0,18500,"5,477,895,475",G.I. Generation
Costa Rica,1987,male,75+ years,5,14000,"5,841,132,962",G.I. Generation
Costa Rica,1987,male,35-54 years,34,234100,"5,841,132,962",Silent
Costa Rica,1987,male,25-34 years,29,235100,"5,841,132,962",Boomers
Costa Rica,1987,male,15-24 years,22,306700,"5,841,132,962",Generation X
Costa Rica,1987,male,55-74 years,7,97700,"5,841,132,962",G.I. Generation
Costa Rica,1987,female,25-34 years,8,229800,"5,841,132,962",Boomers
Costa Rica,1987,female,15-24 years,7,295000,"5,841,132,962",Generation X
Costa Rica,1987,female,35-54 years,5,231900,"5,841,132,962",Silent
Costa Rica,1987,female,5-14 years,2,310000,"5,841,132,962",Generation X
Costa Rica,1987,female,55-74 years,0,104200,"5,841,132,962",G.I. Generation
Costa Rica,1987,female,75+ years,0,19300,"5,841,132,962",G.I. Generation
Costa Rica,1987,male,5-14 years,0,322900,"5,841,132,962",Generation X
Costa Rica,1988,male,75+ years,4,14300,"6,063,759,371",G.I. Generation
Costa Rica,1988,male,35-54 years,49,240300,"6,063,759,371",Silent
Costa Rica,1988,male,55-74 years,14,100400,"6,063,759,371",G.I. Generation
Costa Rica,1988,male,25-34 years,32,241400,"6,063,759,371",Boomers
Costa Rica,1988,male,15-24 years,22,315000,"6,063,759,371",Generation X
Costa Rica,1988,female,15-24 years,8,302900,"6,063,759,371",Generation X
Costa Rica,1988,female,25-34 years,6,235900,"6,063,759,371",Boomers
Costa Rica,1988,female,35-54 years,3,238000,"6,063,759,371",Silent
Costa Rica,1988,female,5-14 years,0,318500,"6,063,759,371",Generation X
Costa Rica,1988,female,55-74 years,0,107000,"6,063,759,371",G.I. Generation
Costa Rica,1988,female,75+ years,0,19900,"6,063,759,371",G.I. Generation
Costa Rica,1988,male,5-14 years,0,331600,"6,063,759,371",Generation X
Costa Rica,1989,male,25-34 years,50,259000,"6,866,402,028",Boomers
Costa Rica,1989,male,55-74 years,19,109000,"6,866,402,028",G.I. Generation
Costa Rica,1989,male,35-54 years,40,264000,"6,866,402,028",Silent
Costa Rica,1989,male,75+ years,2,16000,"6,866,402,028",G.I. Generation
Costa Rica,1989,male,15-24 years,23,293000,"6,866,402,028",Generation X
Costa Rica,1989,female,15-24 years,12,282000,"6,866,402,028",Generation X
Costa Rica,1989,female,35-54 years,9,262000,"6,866,402,028",Silent
Costa Rica,1989,female,25-34 years,7,251000,"6,866,402,028",Boomers
Costa Rica,1989,female,55-74 years,1,115000,"6,866,402,028",G.I. Generation
Costa Rica,1989,female,5-14 years,2,334000,"6,866,402,028",Generation X
Costa Rica,1989,male,5-14 years,2,349000,"6,866,402,028",Generation X
Costa Rica,1989,female,75+ years,0,22000,"6,866,402,028",G.I. Generation
Costa Rica,1990,male,75+ years,5,19000,"7,403,457,319",G.I. Generation
Costa Rica,1990,male,35-54 years,49,276000,"7,403,457,319",Silent
Costa Rica,1990,male,55-74 years,15,113000,"7,403,457,319",G.I. Generation
Costa Rica,1990,male,15-24 years,35,294000,"7,403,457,319",Generation X
Costa Rica,1990,male,25-34 years,31,267000,"7,403,457,319",Boomers
Costa Rica,1990,female,75+ years,1,23800,"7,403,457,319",G.I. Generation
Costa Rica,1990,female,35-54 years,6,273000,"7,403,457,319",Silent
Costa Rica,1990,female,15-24 years,5,283000,"7,403,457,319",Generation X
Costa Rica,1990,female,55-74 years,2,119000,"7,403,457,319",G.I. Generation
Costa Rica,1990,female,25-34 years,3,259000,"7,403,457,319",Boomers
Costa Rica,1990,male,5-14 years,4,358000,"7,403,457,319",Generation X
Costa Rica,1990,female,5-14 years,1,343000,"7,403,457,319",Generation X
Costa Rica,1991,male,35-54 years,41,289000,"7,168,999,428",Boomers
Costa Rica,1991,male,55-74 years,16,117000,"7,168,999,428",Silent
Costa Rica,1991,male,25-34 years,31,274000,"7,168,999,428",Boomers
Costa Rica,1991,male,75+ years,2,19000,"7,168,999,428",G.I. Generation
Costa Rica,1991,male,15-24 years,15,298000,"7,168,999,428",Generation X
Costa Rica,1991,female,15-24 years,10,286000,"7,168,999,428",Generation X
Costa Rica,1991,female,35-54 years,6,287000,"7,168,999,428",Boomers
Costa Rica,1991,female,25-34 years,3,267000,"7,168,999,428",Boomers
Costa Rica,1991,male,5-14 years,1,367000,"7,168,999,428",Millenials
Costa Rica,1991,female,5-14 years,0,351000,"7,168,999,428",Millenials
Costa Rica,1991,female,55-74 years,0,124000,"7,168,999,428",Silent
Costa Rica,1991,female,75+ years,0,25000,"7,168,999,428",G.I. Generation
Costa Rica,1992,male,35-54 years,48,303600,"8,528,593,084",Boomers
Costa Rica,1992,male,75+ years,3,20200,"8,528,593,084",G.I. Generation
Costa Rica,1992,male,55-74 years,15,121500,"8,528,593,084",Silent
Costa Rica,1992,male,25-34 years,30,280800,"8,528,593,084",Boomers
Costa Rica,1992,male,15-24 years,28,301000,"8,528,593,084",Generation X
Costa Rica,1992,female,25-34 years,12,272500,"8,528,593,084",Boomers
Costa Rica,1992,female,15-24 years,5,288800,"8,528,593,084",Generation X
Costa Rica,1992,female,55-74 years,2,128100,"8,528,593,084",Silent
Costa Rica,1992,female,35-54 years,4,300600,"8,528,593,084",Boomers
Costa Rica,1992,male,5-14 years,2,375600,"8,528,593,084",Millenials
Costa Rica,1992,female,5-14 years,0,359200,"8,528,593,084",Millenials
Costa Rica,1992,female,75+ years,0,26500,"8,528,593,084",G.I. Generation
Costa Rica,1993,male,75+ years,8,21300,"9,537,297,507",G.I. Generation
Costa Rica,1993,male,35-54 years,47,318500,"9,537,297,507",Boomers
Costa Rica,1993,male,55-74 years,18,125600,"9,537,297,507",Silent
Costa Rica,1993,male,25-34 years,38,286500,"9,537,297,507",Boomers
Costa Rica,1993,male,15-24 years,26,305800,"9,537,297,507",Generation X
Costa Rica,1993,female,25-34 years,9,277700,"9,537,297,507",Boomers
Costa Rica,1993,female,35-54 years,9,315100,"9,537,297,507",Boomers
Costa Rica,1993,female,55-74 years,3,132400,"9,537,297,507",Silent
Costa Rica,1993,female,15-24 years,6,293100,"9,537,297,507",Generation X
Costa Rica,1993,female,5-14 years,0,366500,"9,537,297,507",Millenials
Costa Rica,1993,female,75+ years,0,27800,"9,537,297,507",G.I. Generation
Costa Rica,1993,male,5-14 years,0,383400,"9,537,297,507",Millenials
Costa Rica,1994,male,75+ years,5,22300,"10,432,619,390",G.I. Generation
Costa Rica,1994,male,35-54 years,44,333900,"10,432,619,390",Boomers
Costa Rica,1994,male,25-34 years,36,290800,"10,432,619,390",Boomers
Costa Rica,1994,male,55-74 years,15,129900,"10,432,619,390",Silent
Costa Rica,1994,male,15-24 years,30,311600,"10,432,619,390",Generation X
Costa Rica,1994,female,15-24 years,10,298600,"10,432,619,390",Generation X
Costa Rica,1994,female,25-34 years,9,281600,"10,432,619,390",Boomers
Costa Rica,1994,female,55-74 years,3,137000,"10,432,619,390",Silent
Costa Rica,1994,female,35-54 years,7,330200,"10,432,619,390",Boomers
Costa Rica,1994,male,5-14 years,3,390600,"10,432,619,390",Millenials
Costa Rica,1994,female,5-14 years,0,373400,"10,432,619,390",Millenials
Costa Rica,1994,female,75+ years,0,29200,"10,432,619,390",G.I. Generation
Costa Rica,1995,male,35-54 years,62,362400,"11,513,472,694",Boomers
Costa Rica,1995,male,25-34 years,45,306500,"11,513,472,694",Generation X
Costa Rica,1995,male,55-74 years,19,140300,"11,513,472,694",Silent
Costa Rica,1995,male,15-24 years,40,339200,"11,513,472,694",Generation X
Costa Rica,1995,male,75+ years,2,23800,"11,513,472,694",G.I. Generation
Costa Rica,1995,female,15-24 years,13,322600,"11,513,472,694",Generation X
Costa Rica,1995,female,35-54 years,11,357400,"11,513,472,694",Boomers
Costa Rica,1995,female,55-74 years,4,146500,"11,513,472,694",Silent
Costa Rica,1995,female,25-34 years,7,296100,"11,513,472,694",Generation X
Costa Rica,1995,male,5-14 years,5,414500,"11,513,472,694",Millenials
Costa Rica,1995,female,5-14 years,1,395000,"11,513,472,694",Millenials
Costa Rica,1995,female,75+ years,0,30900,"11,513,472,694",G.I. Generation
Costa Rica,1996,male,75+ years,8,29520,"11,618,286,553",G.I. Generation
Costa Rica,1996,male,25-34 years,60,300262,"11,618,286,553",Generation X
Costa Rica,1996,male,15-24 years,47,320846,"11,618,286,553",Generation X
Costa Rica,1996,male,35-54 years,49,393144,"11,618,286,553",Boomers
Costa Rica,1996,male,55-74 years,19,156359,"11,618,286,553",Silent
Costa Rica,1996,female,15-24 years,11,312158,"11,618,286,553",Generation X
Costa Rica,1996,female,25-34 years,6,298831,"11,618,286,553",Generation X
Costa Rica,1996,female,55-74 years,2,164906,"11,618,286,553",Silent
Costa Rica,1996,female,35-54 years,4,391192,"11,618,286,553",Boomers
Costa Rica,1996,male,5-14 years,2,401478,"11,618,286,553",Millenials
Costa Rica,1996,female,5-14 years,1,385069,"11,618,286,553",Millenials
Costa Rica,1996,female,75+ years,0,38681,"11,618,286,553",G.I. Generation
Costa Rica,1997,male,55-74 years,28,162349,"12,552,071,367",Silent
Costa Rica,1997,male,75+ years,5,30984,"12,552,071,367",G.I. Generation
Costa Rica,1997,male,25-34 years,39,301566,"12,552,071,367",Generation X
Costa Rica,1997,male,15-24 years,42,331912,"12,552,071,367",Generation X
Costa Rica,1997,male,35-54 years,40,410741,"12,552,071,367",Boomers
Costa Rica,1997,female,15-24 years,14,322577,"12,552,071,367",Generation X
Costa Rica,1997,female,75+ years,1,40512,"12,552,071,367",G.I. Generation
Costa Rica,1997,female,35-54 years,6,409574,"12,552,071,367",Boomers
Costa Rica,1997,female,25-34 years,4,300896,"12,552,071,367",Generation X
Costa Rica,1997,male,5-14 years,5,407029,"12,552,071,367",Millenials
Costa Rica,1997,female,55-74 years,1,171045,"12,552,071,367",Silent
Costa Rica,1997,female,5-14 years,2,390374,"12,552,071,367",Millenials
Costa Rica,1998,male,75+ years,7,32456,"13,617,405,420",G.I. Generation
Costa Rica,1998,male,25-34 years,55,302152,"13,617,405,420",Generation X
Costa Rica,1998,male,35-54 years,68,428730,"13,617,405,420",Boomers
Costa Rica,1998,male,55-74 years,24,168800,"13,617,405,420",Silent
Costa Rica,1998,male,15-24 years,42,343821,"13,617,405,420",Generation X
Costa Rica,1998,female,25-34 years,8,302192,"13,617,405,420",Generation X
Costa Rica,1998,female,75+ years,1,42412,"13,617,405,420",G.I. Generation
Costa Rica,1998,female,15-24 years,6,333728,"13,617,405,420",Generation X
Costa Rica,1998,female,35-54 years,5,428449,"13,617,405,420",Boomers
Costa Rica,1998,male,5-14 years,4,411117,"13,617,405,420",Millenials
Costa Rica,1998,female,55-74 years,1,177615,"13,617,405,420",Silent
Costa Rica,1998,female,5-14 years,2,394254,"13,617,405,420",Millenials
Costa Rica,1999,male,35-54 years,80,446435,"14,195,623,425",Boomers
Costa Rica,1999,male,25-34 years,52,303003,"14,195,623,425",Generation X
Costa Rica,1999,male,55-74 years,27,175883,"14,195,623,425",Silent
Costa Rica,1999,male,75+ years,5,33964,"14,195,623,425",G.I. Generation
Costa Rica,1999,male,15-24 years,46,355592,"14,195,623,425",Generation X
Costa Rica,1999,female,15-24 years,8,344682,"14,195,623,425",Generation X
Costa Rica,1999,female,25-34 years,6,303573,"14,195,623,425",Generation X
Costa Rica,1999,female,35-54 years,6,447153,"14,195,623,425",Boomers
Costa Rica,1999,female,55-74 years,2,184770,"14,195,623,425",Silent
Costa Rica,1999,female,5-14 years,1,396706,"14,195,623,425",Millenials
Costa Rica,1999,female,75+ years,0,44418,"14,195,623,425",G.I. Generation
Costa Rica,1999,male,5-14 years,0,413744,"14,195,623,425",Millenials
Costa Rica,2000,male,75+ years,6,35531,"14,949,514,585",G.I. Generation
Costa Rica,2000,male,35-54 years,77,463390,"14,949,514,585",Boomers
Costa Rica,2000,male,25-34 years,50,304784,"14,949,514,585",Generation X
Costa Rica,2000,male,15-24 years,53,366507,"14,949,514,585",Generation X
Costa Rica,2000,male,55-74 years,24,183691,"14,949,514,585",Silent
Costa Rica,2000,female,25-34 years,11,305607,"14,949,514,585",Generation X
Costa Rica,2000,female,75+ years,1,46564,"14,949,514,585",G.I. Generation
Costa Rica,2000,female,15-24 years,7,354767,"14,949,514,585",Generation X
Costa Rica,2000,female,55-74 years,3,192579,"14,949,514,585",Silent
Costa Rica,2000,female,35-54 years,5,465213,"14,949,514,585",Boomers
Costa Rica,2000,female,5-14 years,1,397794,"14,949,514,585",Millenials
Costa Rica,2000,male,5-14 years,1,414994,"14,949,514,585",Millenials
Costa Rica,2001,male,75+ years,7,37569,"15,913,363,335",Silent
Costa Rica,2001,male,25-34 years,44,306660,"15,913,363,335",Generation X
Costa Rica,2001,male,35-54 years,61,478354,"15,913,363,335",Boomers
Costa Rica,2001,male,55-74 years,22,191573,"15,913,363,335",Silent
Costa Rica,2001,male,15-24 years,32,376105,"15,913,363,335",Millenials
Costa Rica,2001,female,25-34 years,9,307251,"15,913,363,335",Generation X
Costa Rica,2001,female,15-24 years,9,363807,"15,913,363,335",Millenials
Costa Rica,2001,female,75+ years,1,48980,"15,913,363,335",Silent
Costa Rica,2001,female,35-54 years,8,481374,"15,913,363,335",Boomers
Costa Rica,2001,male,5-14 years,4,415961,"15,913,363,335",Millenials
Costa Rica,2001,female,5-14 years,1,398691,"15,913,363,335",Millenials
Costa Rica,2001,female,55-74 years,0,200525,"15,913,363,335",Silent
Costa Rica,2002,male,75+ years,8,39629,"16,504,795,453",Silent
Costa Rica,2002,male,25-34 years,54,309463,"16,504,795,453",Generation X
Costa Rica,2002,male,35-54 years,84,492487,"16,504,795,453",Boomers
Costa Rica,2002,male,15-24 years,58,384925,"16,504,795,453",Millenials
Costa Rica,2002,male,55-74 years,28,200247,"16,504,795,453",Silent
Costa Rica,2002,female,15-24 years,18,372135,"16,504,795,453",Millenials
Costa Rica,2002,female,25-34 years,8,309561,"16,504,795,453",Generation X
Costa Rica,2002,female,35-54 years,9,496715,"16,504,795,453",Boomers
Costa Rica,2002,female,55-74 years,3,209232,"16,504,795,453",Silent
Costa Rica,2002,male,5-14 years,4,415939,"16,504,795,453",Millenials
Costa Rica,2002,female,5-14 years,1,398576,"16,504,795,453",Millenials
Costa Rica,2002,female,75+ years,0,51463,"16,504,795,453",Silent
Costa Rica,2003,male,75+ years,13,41697,"17,195,867,540",Silent
Costa Rica,2003,male,55-74 years,39,209479,"17,195,867,540",Silent
Costa Rica,2003,male,35-54 years,91,505821,"17,195,867,540",Boomers
Costa Rica,2003,male,25-34 years,55,313369,"17,195,867,540",Generation X
Costa Rica,2003,male,15-24 years,62,392847,"17,195,867,540",Millenials
Costa Rica,2003,female,15-24 years,28,379600,"17,195,867,540",Millenials
Costa Rica,2003,female,25-34 years,9,312775,"17,195,867,540",Generation X
Costa Rica,2003,female,35-54 years,11,511236,"17,195,867,540",Boomers
Costa Rica,2003,female,55-74 years,3,218504,"17,195,867,540",Silent
Costa Rica,2003,female,5-14 years,2,397535,"17,195,867,540",Millenials
Costa Rica,2003,male,5-14 years,2,414988,"17,195,867,540",Millenials
Costa Rica,2003,female,75+ years,0,54020,"17,195,867,540",Silent
Costa Rica,2004,male,35-54 years,104,518436,"18,529,767,934",Boomers
Costa Rica,2004,male,55-74 years,42,218871,"18,529,767,934",Silent
Costa Rica,2004,male,25-34 years,60,318518,"18,529,767,934",Generation X
Costa Rica,2004,male,15-24 years,68,399768,"18,529,767,934",Millenials
Costa Rica,2004,male,75+ years,5,43755,"18,529,767,934",Silent
